"Node1","Sign","Node2","edgesUpVars","edgesDownVars"
"TP53",1,"NR4A3","eU5202","eD5202"
"MEF2D",1,"MYF6","eU5203","eD5203"
"NR3C1",1,"KLF9","eU5204","eD5204"
"NR3C1",1,"CEBPA","eU5205","eD5205"
"NR3C1",1,"CEBPD","eU5206","eD5206"
"NR3C1",-1,"NR4A1","eU5207","eD5207"
"NR4A1",-1,"NR3C1","eU5208","eD5208"
"NR3C1",1,"RXRA","eU5209","eD5209"
"NR3C1",1,"NR2F2","eU5210","eD5210"
"NR2F2",1,"NR3C1","eU5211","eD5211"
"NR3C1",-1,"NR4A3","eU5212","eD5212"
"NR3C1",1,"CEBPB","eU5213","eD5213"
"CEBPB",1,"NR3C1","eU5214","eD5214"
"NR3C1",-1,"NR4A2","eU5215","eD5215"
"NR3C1",1,"FOXO3","eU5216","eD5216"
"NR3C1",1,"HNF4A","eU5217","eD5217"
"NR3C1",1,"KLF5","eU5218","eD5218"
"HOXA10",-1,"MEF2C","eU5219","eD5219"
"SATB2",-1,"NR4A2","eU5220","eD5220"
"NANOG",-1,"PAX6","eU5221","eD5221"
"NANOG",1,"DNMT1","eU5222","eD5222"
"NANOG",-1,"SOX17","eU5223","eD5223"
"NANOG",-1,"FOXA2","eU5224","eD5224"
"TCF4",1,"SOX9","eU5225","eD5225"
"NFIA",-1,"ETV5","eU5226","eD5226"
"NFIA",-1,"ID3","eU5227","eD5227"
"NFIA",1,"NEUROD1","eU5228","eD5228"
"NFIA",1,"NFIX","eU5229","eD5229"
"NFIA",1,"MYOD1","eU5230","eD5230"
"NFIA",-1,"FOXO6","eU5231","eD5231"
"NFIA",1,"MYOG","eU5232","eD5232"
"NFIB",-1,"ID3","eU5233","eD5233"
"NFIB",1,"NEUROD1","eU5234","eD5234"
"NFIB",1,"NFIX","eU5235","eD5235"
"NFIB",-1,"FOXO6","eU5236","eD5236"
"NFIB",-1,"ETV5","eU5237","eD5237"
"NFIX",-1,"ETV5","eU5238","eD5238"
"NFIX",-1,"ID3","eU5239","eD5239"
"NFIX",1,"NEUROD1","eU5240","eD5240"
"NFIX",-1,"FOXO6","eU5241","eD5241"
"HES1",-1,"PPARG","eU5242","eD5242"
"HES1",-1,"MYOD1","eU5243","eD5243"
"SPI1",1,"NAB2","eU5244","eD5244"
"SPI1",1,"MEIS1","eU5245","eD5245"
"SPI1",1,"EGR2","eU5246","eD5246"
"PPARGC1A",1,"BMAL1","eU5247","eD5247"
"NR1D1",-1,"PPARGC1A","eU5248","eD5248"
"PPARGC1A",1,"NR1D1","eU5249","eD5249"
"PPARGC1A",-1,"NFKB1","eU5250","eD5250"
"SOX6",1,"CEBPA","eU5251","eD5251"
"SOX6",1,"PPARG","eU5252","eD5252"
"GATA2",1,"KLF1","eU5253","eD5253"
"NOTCH1",1,"PPARG","eU5254","eD5254"
"NOTCH1",1,"HOXA5","eU5255","eD5255"
"NOTCH1",1,"TCF12","eU5256","eD5256"
"SMAD1",1,"GATA3","eU5257","eD5257"
"SMAD1",1,"HAND1","eU5258","eD5258"
"SMAD1",1,"SATB2","eU5259","eD5259"
"CEBPA",1,"GFI1","eU5260","eD5260"
"CEBPA",-1,"SOX4","eU5261","eD5261"
"DLX2",1,"ARX","eU5262","eD5262"
"STAT6",1,"PPARGC1A","eU5263","eD5263"
"STAT6",1,"KLF4","eU5264","eD5264"
"STAT6",1,"PPARA","eU5265","eD5265"
"STAT6",1,"PPARG","eU5266","eD5266"
"PAX3",1,"PITX2","eU5267","eD5267"
"TAL1",1,"MEF2C","eU5268","eD5268"
"RORC",1,"BMAL1","eU5269","eD5269"
"SALL4",1,"NANOG","eU5270","eD5270"
"HDAC1",-1,"HES1","eU5271","eD5271"
"HDAC1",-1,"VDR","eU5272","eD5272"
"NR0B2",-1,"THRA","eU5273","eD5273"
"NR0B2",-1,"NR1H2","eU5274","eD5274"
"NR0B2",-1,"ESR2","eU5275","eD5275"
"HLX",-1,"EGR1","eU5276","eD5276"
"HLX",1,"JUN","eU5277","eD5277"
"HLX",1,"ELK1","eU5278","eD5278"
"HLX",-1,"MYC","eU5279","eD5279"
"NAB2",-1,"GFI1","eU5280","eD5280"
"HOXA9",-1,"MEF2C","eU5281","eD5281"
"NCOA1",1,"RARA","eU5282","eD5282"
"ARID5B",1,"TAL1","eU5283","eD5283"
"ARID5B",1,"MYB","eU5284","eD5284"
"ARID5B",1,"GATA3","eU5285","eD5285"
"ARID5B",1,"RUNX1","eU5286","eD5286"
"ARID5B",1,"MYC","eU5287","eD5287"
"EZH2",-1,"HOXA9","eU5288","eD5288"
"ERG",-1,"NKX3_1","eU5289","eD5289"
"ERG",1,"MYC","eU5290","eD5290"
"ERG",1,"EZH2","eU5291","eD5291"
"BRD4",1,"KDM5C","eU5292","eD5292"
"LYL1",1,"MEF2C","eU5293","eD5293"
"DNMT3A",-1,"MEIS1","eU5294","eD5294"
"DNMT3A",-1,"HOXA9","eU5295","eD5295"
"MECOM",1,"GATA1","eU5296","eD5296"
"ZNF804A",1,"DDIT3","eU5297","eD5297"
"ZMYND8",-1,"SNAI2","eU5298","eD5298"
"DOT1L",1,"HOXA9","eU5299","eD5299"
"DOT1L",1,"MEIS1","eU5300","eD5300"
"EPAS1",1,"KDM5B","eU5301","eD5301"
"EPAS1",1,"KDM5C","eU5302","eD5302"
"EPAS1",1,"KDM5A","eU5303","eD5303"
"EPAS1",1,"KDM2A","eU5304","eD5304"
"TEAD1",1,"FOXM1","eU5305","eD5305"
"TEAD1",1,"MYF5","eU5306","eD5306"
"TEAD1",1,"FOXO3","eU5307","eD5307"
"NEUROG1",1,"NEUROD2","eU5308","eD5308"
"CEBPD",1,"KLF5","eU5309","eD5309"
"GLI3",-1,"MYCN","eU5310","eD5310"
"NPM1",-1,"HOXA9","eU5311","eD5311"
"JARID2",-1,"MYOG","eU5312","eD5312"
"GLI1",1,"MYCN","eU5313","eD5313"
"HEY1",-1,"MEF2C","eU5314","eD5314"
"HOXB2",1,"OTX2","eU5315","eD5315"
"MYT1",-1,"YAP1","eU5316","eD5316"
"MXD1",-1,"UBTF","eU5317","eD5317"
"MYCN",-1,"MEF2C","eU5318","eD5318"
"TET1",1,"ZNF382","eU5319","eD5319"
"AHR",1,"NR1I3","eU5320","eD5320"
"AHR",-1,"GATA3","eU5321","eD5321"
"AHR",-1,"FOXP3","eU5322","eD5322"
"AHR",-1,"RORC","eU5323","eD5323"
"AHR",1,"TFDP2","eU5324","eD5324"
"AHR",1,"PRDM1","eU5325","eD5325"
"AHR",-1,"TBX21","eU5326","eD5326"
"AR",-1,"VDR","eU5327","eD5327"
"AR",1,"YY1","eU5328","eD5328"
"YY1",1,"AR","eU5329","eD5329"
"ARID5B",1,"CEBPA","eU5330","eD5330"
"ARID5B",1,"PPARG","eU5331","eD5331"
"BMAL1",1,"EP300","eU5332","eD5332"
"BMAL1",-1,"ATF5","eU5333","eD5333"
"BMAL1",1,"TP53","eU5334","eD5334"
"BMAL1",-1,"NKX2_1","eU5335","eD5335"
"ASCL1",1,"NEUROG1","eU5336","eD5336"
"NEUROG1",1,"ASCL1","eU5337","eD5337"
"ASCL1",1,"PTF1A","eU5338","eD5338"
"ASCL2",1,"ASCL1","eU5339","eD5339"
"ASCL2",1,"EGR1","eU5340","eD5340"
"ATF1",1,"CEBPA","eU5341","eD5341"
"ATF1",1,"PPARG","eU5342","eD5342"
"ATF1",1,"ENO1","eU5343","eD5343"
"ATF2",1,"FOXP3","eU5344","eD5344"
"ATF2",1,"HIF1A","eU5345","eD5345"
"ATF2",1,"PPARG","eU5346","eD5346"
"ATF3",1,"TWIST1","eU5347","eD5347"
"ATF3",1,"EPAS1","eU5348","eD5348"
"ATF4",1,"ATF5","eU5349","eD5349"
"ATF6",-1,"PPARGC1A","eU5350","eD5350"
"ATF6",-1,"MEF2A","eU5351","eD5351"
"BARX1",1,"SOX9","eU5352","eD5352"
"BHLHA15",1,"GATA4","eU5353","eD5353"
"BHLHA15",1,"NKX2_5","eU5354","eD5354"
"BHLHE40",-1,"NR1H4","eU5355","eD5355"
"BHLHE40",1,"RUNX2","eU5356","eD5356"
"BHLHE41",-1,"NR1D1","eU5357","eD5357"
"BHLHE41",-1,"NR1H4","eU5358","eD5358"
"BHLHE41",-1,"VDR","eU5359","eD5359"
"CDX1",1,"GATA5","eU5360","eD5360"
"CDX1",1,"FOXA2","eU5361","eD5361"
"CDX1",1,"HOXB4","eU5362","eD5362"
"CDX1",1,"HOXA9","eU5363","eD5363"
"CDX2",1,"HNF1A","eU5364","eD5364"
"CEBPA",-1,"PAX5","eU5365","eD5365"
"CEBPA",-1,"PPARD","eU5366","eD5366"
"PPARD",-1,"CEBPA","eU5367","eD5367"
"CEBPA",1,"SMARCA4","eU5368","eD5368"
"CEBPA",-1,"JUNB","eU5369","eD5369"
"CEBPA",-1,"IRF1","eU5370","eD5370"
"CEBPA",1,"VDR","eU5371","eD5371"
"CEBPB",1,"CEBPE","eU5372","eD5372"
"CEBPB",-1,"ATF6","eU5373","eD5373"
"CEBPB",1,"RELA","eU5374","eD5374"
"CEBPB",-1,"SMAD2","eU5375","eD5375"
"CEBPD",1,"CEBPA","eU5376","eD5376"
"CEBPD",-1,"ESR1","eU5377","eD5377"
"CEBPE",1,"EP300","eU5378","eD5378"
"CLOCK",1,"PPARA","eU5379","eD5379"
"CLOCK",1,"EP300","eU5380","eD5380"
"CLOCK",-1,"ATF5","eU5381","eD5381"
"CLOCK",-1,"NKX2_1","eU5382","eD5382"
"CREB1",1,"ESR2","eU5383","eD5383"
"CREB1",1,"STAT5A","eU5384","eD5384"
"CREB1",1,"PHOX2A","eU5385","eD5385"
"CREB1",1,"KMT2A","eU5386","eD5386"
"CREB1",1,"NKX2_5","eU5387","eD5387"
"CREB1",1,"ID1","eU5388","eD5388"
"CREB1",1,"ENO1","eU5389","eD5389"
"CREB1",1,"HNF4A","eU5390","eD5390"
"CREB1",1,"REST","eU5391","eD5391"
"CREM",1,"NR3C1","eU5392","eD5392"
"CRX",-1,"PAX6","eU5393","eD5393"
"CRX",-1,"POU5F1","eU5394","eD5394"
"CUX1",1,"RUNX2","eU5395","eD5395"
"DBP",1,"EP300","eU5396","eD5396"
"DDIT3",1,"ID1","eU5397","eD5397"
"DLX2",1,"DLX5","eU5398","eD5398"
"DLX2",1,"DLX4","eU5399","eD5399"
"DLX3",1,"DLX4","eU5400","eD5400"
"DLX3",1,"PAX8","eU5401","eD5401"
"DLX3",1,"PAX2","eU5402","eD5402"
"DLX4",1,"FGF2","eU5403","eD5403"
"DLX4",1,"MYC","eU5404","eD5404"
"DLX5",1,"GSC","eU5405","eD5405"
"DNMT1",1,"IRF8","eU5406","eD5406"
"DNMT3B",1,"IRF8","eU5407","eD5407"
"DNMT3B",-1,"E2F6","eU5408","eD5408"
"E2F1",1,"SIRT1","eU5409","eD5409"
"E2F1",1,"EZH2","eU5410","eD5410"
"E2F1",-1,"SRF","eU5411","eD5411"
"E2F1",1,"FOXD3","eU5412","eD5412"
"E2F1",1,"SNAI2","eU5413","eD5413"
"E2F2",1,"TP53","eU5414","eD5414"
"E2F4",1,"E2F2","eU5415","eD5415"
"EGR1",1,"SNAI2","eU5416","eD5416"
"EGR1",1,"SNAI1","eU5417","eD5417"
"EGR3",-1,"EGR1","eU5418","eD5418"
"ELF1",-1,"SNAI2","eU5419","eD5419"
"ELF4",-1,"DLX5","eU5420","eD5420"
"EPAS1",1,"ENO1","eU5421","eD5421"
"EPAS1",-1,"NANOG","eU5422","eD5422"
"EPAS1",-1,"AHR","eU5423","eD5423"
"EPAS1",1,"BMAL1","eU5424","eD5424"
"ERG",-1,"AR","eU5425","eD5425"
"ESR1",1,"EP300","eU5426","eD5426"
"ESR1",1,"NEUROD1","eU5427","eD5427"
"ESR1",1,"RARB","eU5428","eD5428"
"ESR1",-1,"NFE2L2","eU5429","eD5429"
"ESR1",1,"FGF2","eU5430","eD5430"
"ESR2",-1,"MYC","eU5431","eD5431"
"ESR2",1,"RARB","eU5432","eD5432"
"ESR2",1,"DNMT3A","eU5433","eD5433"
"ESR2",1,"DNMT3B","eU5434","eD5434"
"ESR2",-1,"ERG","eU5435","eD5435"
"ESRRA",1,"SOX9","eU5436","eD5436"
"ETS1",1,"ETS2","eU5437","eD5437"
"ETS2",1,"ETS1","eU5438","eD5438"
"ETS2",1,"HAND1","eU5439","eD5439"
"ETS2",1,"NR2F2","eU5440","eD5440"
"ETV4",1,"EP300","eU5441","eD5441"
"ETV4",1,"EGR2","eU5442","eD5442"
"ETV4",1,"TBXT","eU5443","eD5443"
"ETV4",1,"PPARG","eU5444","eD5444"
"ETV7",-1,"RARA","eU5445","eD5445"
"FLI1",1,"TAL1","eU5446","eD5446"
"FLI1",1,"GATA2","eU5447","eD5447"
"FOS",1,"FOSL2","eU5448","eD5448"
"FOS",-1,"PAX7","eU5449","eD5449"
"FOS",1,"PLAGL1","eU5450","eD5450"
"FOSB",1,"SMAD1","eU5451","eD5451"
"FOSL1",1,"FGF2","eU5452","eD5452"
"FOSL1",1,"SNAI2","eU5453","eD5453"
"FOSL1",1,"SNAI1","eU5454","eD5454"
"FOSL2",1,"CEBPA","eU5455","eD5455"
"FOSL2",1,"CEBPB","eU5456","eD5456"
"FOXA1",1,"HOXB13","eU5457","eD5457"
"FOXA1",1,"NR4A2","eU5458","eD5458"
"FOXA1",-1,"NR3C1","eU5459","eD5459"
"FOXA1",1,"NEUROG2","eU5460","eD5460"
"FOXA2",1,"EP300","eU5461","eD5461"
"FOXA2",1,"NR4A2","eU5462","eD5462"
"FOXA2",1,"NEUROG2","eU5463","eD5463"
"FOXA2",1,"SOX9","eU5464","eD5464"
"FOXA2",-1,"FOXF1","eU5465","eD5465"
"FOXC2",1,"HEY1","eU5466","eD5466"
"FOXC2",1,"CTNNB1","eU5467","eD5467"
"FOXD3",1,"NANOG","eU5468","eD5468"
"FOXF1",1,"FGF2","eU5469","eD5469"
"FOXG1",-1,"HES1","eU5470","eD5470"
"FOXH1",1,"FOXA2","eU5471","eD5471"
"FOXJ1",1,"FOXA1","eU5472","eD5472"
"FOXM1",1,"CTNNB1","eU5473","eD5473"
"FOXO1",1,"HNF4A","eU5474","eD5474"
"FOXO1",-1,"NR2F2","eU5475","eD5475"
"FOXO1",1,"NKX3_1","eU5476","eD5476"
"FOXO3",1,"EGR1","eU5477","eD5477"
"FOXP3",1,"CREM","eU5478","eD5478"
"GABPA",1,"POU5F1","eU5479","eD5479"
"GATA1",1,"STAT1","eU5480","eD5480"
"GATA1",1,"HHEX","eU5481","eD5481"
"GATA1",1,"HDAC1","eU5482","eD5482"
"GATA2",1,"BHLHA15","eU5483","eD5483"
"GATA2",1,"HHEX","eU5484","eD5484"
"GATA2",1,"CEBPA","eU5485","eD5485"
"GATA3",-1,"GATA2","eU5486","eD5486"
"GATA3",1,"ZBTB7B","eU5487","eD5487"
"GATA3",1,"BHLHE41","eU5488","eD5488"
"GATA3",1,"MYC","eU5489","eD5489"
"GATA4",1,"SOX9","eU5490","eD5490"
"GATA4",1,"YY1","eU5491","eD5491"
"GATA5",1,"NKX2_5","eU5492","eD5492"
"GATA5",1,"SOX17","eU5493","eD5493"
"GATA6",1,"NKX2_1","eU5494","eD5494"
"GATA6",1,"NKX2_5","eU5495","eD5495"
"GBX2",-1,"OTX2","eU5496","eD5496"
"GFI1",1,"GATA1","eU5497","eD5497"
"GFI1",1,"MYB","eU5498","eD5498"
"GLI1",1,"PRDM1","eU5499","eD5499"
"GLI1",1,"NKX2_1","eU5500","eD5500"
"GLI1",1,"CTNNB1","eU5501","eD5501"
"GLI2",1,"RUNX2","eU5502","eD5502"
"GLI2",-1,"FOXC1","eU5503","eD5503"
"GLI3",1,"HOXD13","eU5504","eD5504"
"GLI3",1,"FOXF1","eU5505","eD5505"
"GLI3",1,"FOS","eU5506","eD5506"
"GSC",1,"FOXC2","eU5507","eD5507"
"HAND1",1,"ASCL2","eU5508","eD5508"
"HAND2",1,"MSX1","eU5509","eD5509"
"SOX9",1,"HAND2","eU5510","eD5510"
"HAND2",-1,"SOX9","eU5511","eD5511"
"HEY1",1,"RUNX2","eU5512","eD5512"
"HEY1",-1,"ID1","eU5513","eD5513"
"HEYL",-1,"HEY2","eU5514","eD5514"
"HEYL",-1,"HEY1","eU5515","eD5515"
"HIF1A",-1,"CEBPA","eU5516","eD5516"
"HIF1A",1,"MXI1","eU5517","eD5517"
"HIF1A",1,"FOXP3","eU5518","eD5518"
"HIF1A",1,"ESR2","eU5519","eD5519"
"HIF1A",1,"SMAD4","eU5520","eD5520"
"HIF1A",1,"GATA4","eU5521","eD5521"
"HMGA1",1,"GATA1","eU5522","eD5522"
"HMGA2",1,"JUNB","eU5523","eD5523"
"HMGA2",1,"FOSL1","eU5524","eD5524"
"HNF1A",1,"RUNX2","eU5525","eD5525"
"HNF1A",1,"GATA3","eU5526","eD5526"
"HNF1A",1,"CTNNB1","eU5527","eD5527"
"HNF1B",1,"PDX1","eU5528","eD5528"
"HNF1B",1,"EGR2","eU5529","eD5529"
"HNF1B",1,"SOX9","eU5530","eD5530"
"HOXA1",-1,"SOX17","eU5531","eD5531"
"HOXA11",-1,"MYOD1","eU5532","eD5532"
"HOXA11",-1,"TP53","eU5533","eD5533"
"HOXA13",-1,"HOXA11","eU5534","eD5534"
"HOXA13",-1,"SALL3","eU5535","eD5535"
"HOXA7",1,"MEIS1","eU5536","eD5536"
"HOXA9",1,"BRCA1","eU5537","eD5537"
"HOXA9",1,"MYB","eU5538","eD5538"
"HOXC6",1,"ISL1","eU5539","eD5539"
"HOXD13",-1,"SALL3","eU5540","eD5540"
"HSF1",1,"HSF2","eU5541","eD5541"
"HSF1",1,"ATF3","eU5542","eD5542"
"ID1",1,"CTNNB1","eU5543","eD5543"
"IKZF1",1,"RUNX1","eU5544","eD5544"
"IRF3",1,"PPARG","eU5545","eD5545"
"IRF4",-1,"DNMT1","eU5546","eD5546"
"IRF8",-1,"TP53","eU5547","eD5547"
"ISL1",1,"NEUROD1","eU5548","eD5548"
"ISL1",1,"PPARA","eU5549","eD5549"
"ISL1",-1,"NKX2_2","eU5550","eD5550"
"ISL1",1,"POU4F2","eU5551","eD5551"
"ISL1",1,"BARX1","eU5552","eD5552"
"JUN",1,"FOSL2","eU5553","eD5553"
"JUN",-1,"NRL","eU5554","eD5554"
"JUN",1,"PLAGL1","eU5555","eD5555"
"JUN",-1,"MAFA","eU5556","eD5556"
"JUNB",1,"GATA3","eU5557","eD5557"
"JUNB",1,"RUNX2","eU5558","eD5558"
"KAT5",1,"SRF","eU5559","eD5559"
"KAT5",1,"PGR","eU5560","eD5560"
"KDM5B",1,"FOXG1","eU5561","eD5561"
"KDM5B",-1,"SMAD7","eU5562","eD5562"
"KLF11",-1,"SP1","eU5563","eD5563"
"KLF11",1,"SMAD3","eU5564","eD5564"
"KLF13",-1,"SMAD7","eU5565","eD5565"
"KLF15",1,"PPARGC1A","eU5566","eD5566"
"KLF2",1,"NFE2L2","eU5567","eD5567"
"KLF4",1,"SOX2","eU5568","eD5568"
"KLF4",1,"POU5F1","eU5569","eD5569"
"KMT2A",1,"MEIS1","eU5570","eD5570"
"KMT2A",1,"GATA3","eU5571","eD5571"
"KMT2A",1,"HIF1A","eU5572","eD5572"
"LEF1",1,"MYB","eU5573","eD5573"
"LEF1",1,"SP1","eU5574","eD5574"
"PAX6",1,"LHX2","eU5575","eD5575"
"LHX2",1,"PAX6","eU5576","eD5576"
"MAFB",-1,"NFATC1","eU5577","eD5577"
"MAFG",-1,"NFE2L1","eU5578","eD5578"
"MAX",1,"MLXIPL","eU5579","eD5579"
"MAZ",1,"TAL1","eU5580","eD5580"
"MAZ",1,"PROX1","eU5581","eD5581"
"MECOM",1,"FOS","eU5582","eD5582"
"MEF2C",1,"HAND2","eU5583","eD5583"
"MEF2C",1,"DLX5","eU5584","eD5584"
"MEF2D",1,"EP300","eU5585","eD5585"
"MEIS1",1,"MYB","eU5586","eD5586"
"MEIS1",1,"ASCL1","eU5587","eD5587"
"MEIS1",1,"HIF1A","eU5588","eD5588"
"MITF",-1,"SMAD3","eU5589","eD5589"
"MLXIPL",1,"CREBBP","eU5590","eD5590"
"MLXIPL",1,"PPARG","eU5591","eD5591"
"MSX1",-1,"VDR","eU5592","eD5592"
"MSX1",-1,"RUNX2","eU5593","eD5593"
"MSX2",-1,"DLX5","eU5594","eD5594"
"MSX2",1,"MSX1","eU5595","eD5595"
"MSX2",-1,"PITX2","eU5596","eD5596"
"MSX2",-1,"MYOD1","eU5597","eD5597"
"MSX2",-1,"POU4F2","eU5598","eD5598"
"MTA1",1,"HIF1A","eU5599","eD5599"
"MYB",1,"VDR","eU5600","eD5600"
"MYB",1,"GBX2","eU5601","eD5601"
"MYB",1,"PAX6","eU5602","eD5602"
"MYB",1,"HHEX","eU5603","eD5603"
"MYB",1,"TP53","eU5604","eD5604"
"MYBL2",1,"TP53","eU5605","eD5605"
"MYBL2",1,"POU5F1","eU5606","eD5606"
"MYC",1,"FOXO4","eU5607","eD5607"
"MYC",1,"HMGA1","eU5608","eD5608"
"MYCN",1,"TP73","eU5609","eD5609"
"MYCN",1,"RARB","eU5610","eD5610"
"MYF5",1,"RUNX1","eU5611","eD5611"
"MYF6",1,"TP73","eU5612","eD5612"
"MYOD1",1,"MEF2C","eU5613","eD5613"
"MYOD1",1,"TP73","eU5614","eD5614"
"MYOD1",1,"RUNX1","eU5615","eD5615"
"MYOD1",1,"ARNT","eU5616","eD5616"
"MYT1",1,"NEUROG3","eU5617","eD5617"
"NEUROG3",1,"MYT1","eU5618","eD5618"
"NCOA1",1,"HNF1A","eU5619","eD5619"
"NCOA1",1,"TP53","eU5620","eD5620"
"NCOA1",1,"KLF10","eU5621","eD5621"
"NCOA2",1,"HNF1A","eU5622","eD5622"
"NCOA3",1,"VDR","eU5623","eD5623"
"NCOA3",1,"NR1I3","eU5624","eD5624"
"NCOA3",1,"JUN","eU5625","eD5625"
"NCOA3",1,"NFE2L2","eU5626","eD5626"
"NCOR1",1,"PGR","eU5627","eD5627"
"NCOR2",-1,"NR2F1","eU5628","eD5628"
"NCOR2",-1,"JARID2","eU5629","eD5629"
"NEUROD1",1,"PITX1","eU5630","eD5630"
"NEUROD1",1,"THRB","eU5631","eD5631"
"NEUROD2",1,"ZEB1","eU5632","eD5632"
"NEUROG1",1,"NEUROD1","eU5633","eD5633"
"NEUROG1",1,"NEUROG2","eU5634","eD5634"
"NEUROG1",-1,"VSX2","eU5635","eD5635"
"NEUROG3",1,"PAX6","eU5636","eD5636"
"NFAT5",1,"REL","eU5637","eD5637"
"NFATC1",1,"MYOG","eU5638","eD5638"
"NFATC1",1,"PPARGC1A","eU5639","eD5639"
"NFE2L2",1,"NR3C1","eU5640","eD5640"
"NFE2L2",1,"FOXO3","eU5641","eD5641"
"NFE2L2",1,"PPARG","eU5642","eD5642"
"NFE2L2",1,"NR0B2","eU5643","eD5643"
"NFIA",1,"CEBPD","eU5644","eD5644"
"NFIB",1,"STAT5A","eU5645","eD5645"
"NFIC",1,"NFIA","eU5646","eD5646"
"NFIC",1,"STAT5A","eU5647","eD5647"
"NFIC",1,"HNF1A","eU5648","eD5648"
"NFIC",1,"FOXM1","eU5649","eD5649"
"NFIC",1,"NR3C1","eU5650","eD5650"
"NFKB2",1,"AIRE","eU5651","eD5651"
"NFYA",1,"LEF1","eU5652","eD5652"
"NFYA",1,"NOTCH1","eU5653","eD5653"
"NKX2_1",1,"CEBPA","eU5654","eD5654"
"NKX2_1",1,"HHEX","eU5655","eD5655"
"NKX2_5",-1,"E2F1","eU5656","eD5656"
"NKX2_5",1,"WT1","eU5657","eD5657"
"NKX3_1",1,"SRF","eU5658","eD5658"
"NONO",-1,"PGR","eU5659","eD5659"
"NR0B1",-1,"PPARGC1A","eU5660","eD5660"
"NR0B2",1,"CDX1","eU5661","eD5661"
"NR0B2",1,"NR1I3","eU5662","eD5662"
"NR0B2",-1,"SMAD7","eU5663","eD5663"
"NR0B2",-1,"FOXO3","eU5664","eD5664"
"NR0B2",-1,"FOXO4","eU5665","eD5665"
"NR1D1",1,"CRX","eU5666","eD5666"
"NR1D1",1,"NRL","eU5667","eD5667"
"NR1D1",-1,"RORC","eU5668","eD5668"
"NR1H2",1,"PDX1","eU5669","eD5669"
"NR1H4",-1,"NR1H3","eU5670","eD5670"
"NR1H4",1,"FOXM1","eU5671","eD5671"
"NR1H4",1,"CDX2","eU5672","eD5672"
"NR2C1",1,"NANOG","eU5673","eD5673"
"NR2C1",1,"MYC","eU5674","eD5674"
"NR2C2",-1,"PPARA","eU5675","eD5675"
"NR2F1",1,"GATA4","eU5676","eD5676"
"NR2F1",1,"GATA6","eU5677","eD5677"
"NR2F1",-1,"NRL","eU5678","eD5678"
"NR2F1",1,"HNF4A","eU5679","eD5679"
"NR2F2",1,"PPARG","eU5680","eD5680"
"NR2F2",1,"PGR","eU5681","eD5681"
"NR2F2",1,"MYOD1","eU5682","eD5682"
"NR3C1",1,"FOXO1","eU5683","eD5683"
"NR3C1",-1,"NR3C2","eU5684","eD5684"
"NR3C1",1,"IRF8","eU5685","eD5685"
"NR3C1",-1,"NR1D1","eU5686","eD5686"
"NR3C1",1,"RARG","eU5687","eD5687"
"NR3C1",1,"VDR","eU5688","eD5688"
"NR4A1",-1,"SREBF1","eU5689","eD5689"
"NR4A1",1,"FOXP1","eU5690","eD5690"
"NR4A1",1,"HDAC1","eU5691","eD5691"
"NR4A1",1,"FOXP3","eU5692","eD5692"
"NR4A1",1,"KAT5","eU5693","eD5693"
"NR4A1",1,"HDAC9","eU5694","eD5694"
"ONECUT1",1,"FOXA1","eU5695","eD5695"
"OTX2",1,"CRX","eU5696","eD5696"
"OTX2",1,"MITF","eU5697","eD5697"
"PAX2",1,"SIX1","eU5698","eD5698"
"PAX2",1,"PAX8","eU5699","eD5699"
"PAX3",1,"FOXD3","eU5700","eD5700"
"PAX3",1,"SOX10","eU5701","eD5701"
"PAX3",1,"PAX2","eU5702","eD5702"
"PAX3",-1,"FOXG1","eU5703","eD5703"
"PAX5",-1,"NOTCH1","eU5704","eD5704"
"PAX6",1,"NKX2_1","eU5705","eD5705"
"PAX6",1,"TCF4","eU5706","eD5706"
"PAX7",1,"ID2","eU5707","eD5707"
"PAX8",1,"FOXE1","eU5708","eD5708"
"PAX8",1,"PPARG","eU5709","eD5709"
"PBX1",-1,"RUNX2","eU5710","eD5710"
"PDX1",-1,"CTNNB1","eU5711","eD5711"
"PGR",1,"STAT5A","eU5712","eD5712"
"PGR",1,"NR3C2","eU5713","eD5713"
"PGR",1,"RB1","eU5714","eD5714"
"PGR",-1,"JUNB","eU5715","eD5715"
"PGR",-1,"FOSL1","eU5716","eD5716"
"PGR",1,"VDR","eU5717","eD5717"
"PHOX2B",1,"ISL1","eU5718","eD5718"
"PHOX2B",-1,"PAX6","eU5719","eD5719"
"PHOX2B",-1,"OLIG2","eU5720","eD5720"
"PITX2",-1,"SP7","eU5721","eD5721"
"PITX2",1,"SOX17","eU5722","eD5722"
"PITX2",-1,"TBX5","eU5723","eD5723"
"PITX2",1,"GSC","eU5724","eD5724"
"PITX2",-1,"TBX2","eU5725","eD5725"
"PITX2",1,"TCF21","eU5726","eD5726"
"PITX3",-1,"SOX2","eU5727","eD5727"
"PKNOX1",1,"HOXB2","eU5728","eD5728"
"PKNOX1",1,"GATA1","eU5729","eD5729"
"PKNOX1",-1,"PAX3","eU5730","eD5730"
"POU2F1",1,"POU2F2","eU5731","eD5731"
"POU2F1",1,"PAX3","eU5732","eD5732"
"POU3F1",1,"EGR2","eU5733","eD5733"
"POU3F2",1,"EGR2","eU5734","eD5734"
"POU4F2",-1,"NR4A2","eU5735","eD5735"
